B,type,risk
15,perm1,0.17895854749462778
15,perm2,0.16852631474260527
15,all,0.14494778546260426
15,perm1,0.2125208027425806
15,perm2,0.200679036481606
15,all,0.18622842286426738
15,perm1,0.2006864123791631
15,perm2,0.17788287888555632
15,all,0.15991700295899072
15,perm1,0.16476376822214175
15,perm2,0.18631587936027458
15,all,0.1486801785876215
15,perm1,0.2336019385948644
15,perm2,0.21428180197227076
15,all,0.19606427014946803
15,perm1,0.30277602678882837
15,perm2,0.17814461367645468
15,all,0.1857153815487797
15,perm1,0.197783383700002
15,perm2,0.2296493716825371
15,all,0.1583240769213386
15,perm1,0.1972563990577645
15,perm2,0.16945735676994392
15,all,0.15869416399028646
15,perm1,0.23309719306939536
15,perm2,0.17025744707859758
15,all,0.18027888808862363
15,perm1,0.25376498564957267
15,perm2,0.19350466036696076
15,all,0.19324714732689635
15,perm1,0.24887985346653596
15,perm2,0.27467349853644857
15,all,0.22411825707440144
15,perm1,0.18981253579794236
15,perm2,0.2119022671593756
15,all,0.17557965846673254
15,perm1,0.3672843537033911
15,perm2,0.23458972396896594
15,all,0.2680519530687574
15,perm1,0.24672212065715804
15,perm2,0.25298069369845705
15,all,0.21401321702671094
15,perm1,0.19592879860222992
15,perm2,0.16810062909047574
15,all,0.15949001002472535
15,perm1,0.1981362822562123
15,perm2,0.19446055835333567
15,all,0.16722411396260045
15,perm1,0.21939629452639833
15,perm2,0.20594745035959158
15,all,0.177985170520211
15,perm1,0.21924135089852953
15,perm2,0.25628391908558706
15,all,0.20008389599610013
15,perm1,0.1918890898464733
15,perm2,0.183868035300049
15,all,0.16430137407040812
15,perm1,0.29415499515337146
15,perm2,0.31874689240387927
15,all,0.27277543252839787
15,perm1,0.21413060170763246
15,perm2,0.23639264049902867
15,all,0.19778904853082868
15,perm1,0.21497110977561484
15,perm2,0.28534072740217636
15,all,0.22261110406239787
15,perm1,0.2382537945522617
15,perm2,0.17727638901112333
15,all,0.1656525540321292
15,perm1,0.23555874663767662
15,perm2,0.22785205019978438
15,all,0.20466419019158621
15,perm1,0.2620302600634337
15,perm2,0.19765849395545315
15,all,0.1955061894484492
15,perm1,0.24146235185313872
15,perm2,0.268119544574582
15,all,0.23075858656675097
15,perm1,0.1734256387197677
15,perm2,0.15369786364533922
15,all,0.14095998103423718
15,perm1,0.24433148294607118
15,perm2,0.21318336469911783
15,all,0.19335424788314245
15,perm1,0.1899674343182996
15,perm2,0.20823840969977073
15,all,0.16920668024958946
15,perm1,0.2500927465013584
15,perm2,0.18218079655141806
15,all,0.18134089301681278
15,perm1,0.2097914227065253
15,perm2,0.154467001332969
15,all,0.15733685007110496
15,perm1,0.21191209954878823
15,perm2,0.25976171301905293
15,all,0.19740255172368995
15,perm1,0.24102382838285188
15,perm2,0.28182166973018036
15,all,0.23013353934676611
15,perm1,0.22298201486434668
15,perm2,0.32910632287698477
15,all,0.23534173298025063
15,perm1,0.22285515414074875
15,perm2,0.2272740421296531
15,all,0.2011247097526021
15,perm1,0.2698481557953213
15,perm2,0.27298936221573566
15,all,0.22459366895860944
15,perm1,0.23076060908590906
15,perm2,0.20476031490155464
15,all,0.19685313466581655
15,perm1,0.21101014775672056
15,perm2,0.20705794855741533
15,all,0.1713676633362926
15,perm1,0.20148922259027643
15,perm2,0.20903615372160825
15,all,0.17253447502318686
15,perm1,0.234393656881843
15,perm2,0.317261665828039
15,all,0.23525649558463288
15,perm1,0.26935054560529154
15,perm2,0.2723818378470698
15,all,0.22600458802705406
15,perm1,0.38031790599982923
15,perm2,0.3164317570913385
15,all,0.3195730226014488
15,perm1,0.2652458715775779
15,perm2,0.3013799197602044
15,all,0.24582255400243516
15,perm1,0.25859709207970444
15,perm2,0.1955070919018834
15,all,0.1938511754687549
15,perm1,0.1586698941695719
15,perm2,0.19196236613054857
15,all,0.15644877694220796
15,perm1,0.20580099512477673
15,perm2,0.2250162706859596
15,all,0.19049005220161863
15,perm1,0.19394786872672076
15,perm2,0.230281908115345
15,all,0.18668237118002454
15,perm1,0.24172552581115442
15,perm2,0.24617830486020126
15,all,0.21494205115727763
15,perm1,0.22546371363943118
15,perm2,0.18626328445400445
15,all,0.16760637695999983
15,perm1,0.18226279105907353
15,perm2,0.23264425687072654
15,all,0.185904541788257
15,perm1,0.36754770330284087
15,perm2,0.3027501597505403
15,all,0.30734084348683827
15,perm1,0.36545202385871817
15,perm2,0.3214457125243822
15,all,0.3133389314968185
15,perm1,0.20330843072204466
15,perm2,0.22049570544162556
15,all,0.18988609627370423
15,perm1,0.32221149662265053
15,perm2,0.16625493325257876
15,all,0.1927491329104961
15,perm1,0.23991921598160343
15,perm2,0.2207899022990618
15,all,0.19044295210516962
15,perm1,0.14813737172571256
15,perm2,0.1624825171106167
15,all,0.1270400457083367
15,perm1,0.2630280666077511
15,perm2,0.23981537101299155
15,all,0.2242630551474107
15,perm1,0.19354219282621501
15,perm2,0.24310332997924583
15,all,0.19168719210017626
15,perm1,0.24286456355408995
15,perm2,0.23784264706363165
15,all,0.2086121142848091
15,perm1,0.24016896351320985
15,perm2,0.21139942285820826
15,all,0.18906235408801392
15,perm1,0.1780274894653735
15,perm2,0.20591501688359035
15,all,0.1663378747763849
15,perm1,0.2705231150077905
15,perm2,0.1998329065774162
15,all,0.19492608196664893
15,perm1,0.22553076580935585
15,perm2,0.15818808128848458
15,all,0.15123235885794012
15,perm1,0.17477959839580445
15,perm2,0.18463521338302927
15,all,0.1536714857698778
15,perm1,0.2192431331931807
15,perm2,0.21234699776525476
15,all,0.19220459502379864
15,perm1,0.3179591855744909
15,perm2,0.3938544197829313
15,all,0.29309918892413467
15,perm1,0.15318625022956137
15,perm2,0.16559165044192986
15,all,0.14007529006039818
15,perm1,0.14979925869345165
15,perm2,0.17202993722636203
15,all,0.13848006567600313
15,perm1,0.25447124336782123
15,perm2,0.2244689780764158
15,all,0.20596631714275146
15,perm1,0.14935343053983113
15,perm2,0.16920293579386234
15,all,0.1329789707690846
15,perm1,0.20603904376494292
15,perm2,0.20238935140248362
15,all,0.17616729868448955
15,perm1,0.16611099384448272
15,perm2,0.17553691066595134
15,all,0.15364148633440464
15,perm1,0.13500445058108707
15,perm2,0.18355922728319773
15,all,0.12740686742088242
15,perm1,0.24903241063014883
15,perm2,0.2508601854179679
15,all,0.21276087271792266
15,perm1,0.17271568949766858
15,perm2,0.22838823444661238
15,all,0.16951764770906222
15,perm1,0.25182894597159805
15,perm2,0.296041621193261
15,all,0.22799323233262703
15,perm1,0.2052845108321726
15,perm2,0.29173410096353053
15,all,0.2161375944153027
15,perm1,0.3033824544553575
15,perm2,0.3970750406707975
15,all,0.3129510443298528
15,perm1,0.2835249736298079
15,perm2,0.24477241295002686
15,all,0.24452116706715665
15,perm1,0.216777648445347
15,perm2,0.21562253971830406
15,all,0.18656482932790672
15,perm1,0.1903909337912796
15,perm2,0.19345061961348656
15,all,0.17002607657703503
15,perm1,0.3471089419728762
15,perm2,0.24789036566650716
15,all,0.2548641599749735
15,perm1,0.27073427438255904
15,perm2,0.21060117605616102
15,all,0.20133448133027096
15,perm1,0.17554336224122738
15,perm2,0.20706021569529257
15,all,0.16740858303865025
15,perm1,0.24330832905302804
15,perm2,0.27471336848672184
15,all,0.2228180069102438
15,perm1,0.15962239956580018
15,perm2,0.17228393886615978
15,all,0.14911754014843237
15,perm1,0.22051292921129542
15,perm2,0.2285105911766886
15,all,0.1891959261772175
15,perm1,0.19156650000077852
15,perm2,0.17308469721844935
15,all,0.1492490805825185
15,perm1,0.21028486419871906
15,perm2,0.2200753815667227
15,all,0.17082632462664155
15,perm1,0.18952788556310352
15,perm2,0.21409413572196248
15,all,0.16793369884413595
15,perm1,0.15452929719763828
15,perm2,0.2048098858433431
15,all,0.15449345076552284
15,perm1,0.23753533497730345
15,perm2,0.17350479027760501
15,all,0.1825105564034098
15,perm1,0.3100910088321898
15,perm2,0.23523916875070616
15,all,0.24327188748806192
15,perm1,0.18691950398332463
15,perm2,0.14246839249217277
15,all,0.1384046459463996
15,perm1,0.17433093692078142
15,perm2,0.20631823735944582
15,all,0.1725008959893839
15,perm1,0.28817563150336656
15,perm2,0.2497404466657315
15,all,0.23186837365001356
15,perm1,0.21252554517867756
15,perm2,0.18348667422170806
15,all,0.16277184411067389
20,perm1,0.2190768002435248
20,perm2,0.20563747085665068
20,all,0.189705748770508
20,perm1,0.21293306640703663
20,perm2,0.22241400460921287
20,all,0.19945272872091668
20,perm1,0.2051654976322995
20,perm2,0.20005055519992843
20,all,0.18275588879872534
20,perm1,0.2339190795687206
20,perm2,0.17785342788477232
20,all,0.16402909123985268
20,perm1,0.1539236058384258
20,perm2,0.1909443364253189
20,all,0.14408774302054184
20,perm1,0.20858234411308682
20,perm2,0.2105447921158831
20,all,0.17775340117205018
20,perm1,0.21991337135840144
20,perm2,0.2615359921852938
20,all,0.20184947057473038
20,perm1,0.22559279067021903
20,perm2,0.18749721084060983
20,all,0.16881922673667873
20,perm1,0.24724836215344767
20,perm2,0.21777517418717307
20,all,0.19423811755666978
20,perm1,0.18702685058611077
20,perm2,0.1527169351570483
20,all,0.13466391455203547
20,perm1,0.26687521320465896
20,perm2,0.33148708392621185
20,all,0.25725009709043023
20,perm1,0.24516840952480123
20,perm2,0.22618764287769677
20,all,0.20188789143366284
20,perm1,0.35508680047929647
20,perm2,0.29113587750140824
20,all,0.2805318100838145
20,perm1,0.19352085543819736
20,perm2,0.22246731920642165
20,all,0.17174477145924275
20,perm1,0.31826866807347026
20,perm2,0.3042350691409404
20,all,0.25114581554130794
20,perm1,0.28513973573758883
20,perm2,0.21490391746519763
20,all,0.21762996870162182
20,perm1,0.23067802303892163
20,perm2,0.2559368797036718
20,all,0.2080354802617424
20,perm1,0.20471491241927048
20,perm2,0.18615374444925573
20,all,0.16710120472969206
20,perm1,0.2765693548453639
20,perm2,0.2246728306554899
20,all,0.21687523461411864
20,perm1,0.18851792926736766
20,perm2,0.223619705694236
20,all,0.15828988218524093
20,perm1,0.23706068936381425
20,perm2,0.28743564301624364
20,all,0.22425964708488846
20,perm1,0.35534306343928895
20,perm2,0.21424953886987513
20,all,0.24852956067321166
20,perm1,0.19516162881286997
20,perm2,0.1992329553820534
20,all,0.1739410589478256
20,perm1,0.17940308550054943
20,perm2,0.19563795989508162
20,all,0.14499736518772102
20,perm1,0.21347450587366293
20,perm2,0.21311758055474106
20,all,0.17906351666069806
20,perm1,0.18998934809209464
20,perm2,0.21119208710260629
20,all,0.17137365923576997
20,perm1,0.2595271593144149
20,perm2,0.27291964159337884
20,all,0.23811960969624446
20,perm1,0.2728596855407584
20,perm2,0.37153633443000483
20,all,0.27604303881637204
20,perm1,0.17600142238325367
20,perm2,0.24866947446892804
20,all,0.16770041077657064
20,perm1,0.2264108733737135
20,perm2,0.22431646702611557
20,all,0.19495294370430413
20,perm1,0.2751021958771212
20,perm2,0.19237974490214707
20,all,0.1958328129679896
20,perm1,0.1741818304955238
20,perm2,0.24184988077614525
20,all,0.1475884258075069
20,perm1,0.24378047067610323
20,perm2,0.21611683244726468
20,all,0.19993817697050273
20,perm1,0.24996111431030982
20,perm2,0.34238095568697124
20,all,0.25631735058416916
20,perm1,0.15950146333803655
20,perm2,0.19028145619202375
20,all,0.15259280198455893
20,perm1,0.15536709817217653
20,perm2,0.14041718723439406
20,all,0.13245100447896485
20,perm1,0.17838168185205072
20,perm2,0.19561528333670553
20,all,0.16651112165225052
20,perm1,0.2375434780509632
20,perm2,0.23284885829185914
20,all,0.19879949305746514
20,perm1,0.25201294711729494
20,perm2,0.24383293690483188
20,all,0.21438808749643937
20,perm1,0.2916306622956807
20,perm2,0.23559026058609867
20,all,0.22936271913646278
20,perm1,0.22196839721946846
20,perm2,0.20428749831983445
20,all,0.1848697984922102
20,perm1,0.21756081020159712
20,perm2,0.15505010464980204
20,all,0.16259366760063776
20,perm1,0.18253588296004541
20,perm2,0.2507375191827167
20,all,0.1710853097558251
20,perm1,0.20508909433915556
20,perm2,0.22557978191829178
20,all,0.1896241513469296
20,perm1,0.16729879463338515
20,perm2,0.19622080538046838
20,all,0.1519809642076142
20,perm1,0.2104859332439438
20,perm2,0.19794248666667852
20,all,0.1756300734384767
20,perm1,0.18765980533256407
20,perm2,0.190882297105299
20,all,0.15903780219852068
20,perm1,0.21692749175923667
20,perm2,0.2513960386559929
20,all,0.20154141184674373
20,perm1,0.33803314238373877
20,perm2,0.3939362656386455
20,all,0.33474196855389576
20,perm1,0.22774275474641303
20,perm2,0.18499547760405338
20,all,0.18107037375859708
20,perm1,0.1831249492565658
20,perm2,0.23726567521407133
20,all,0.17510542085918004
20,perm1,0.20343332265786215
20,perm2,0.19097708328556745
20,all,0.16338365677631497
20,perm1,0.19441380540415917
20,perm2,0.18334480178614104
20,all,0.16068361349891555
20,perm1,0.2563053016998845
20,perm2,0.2786744029017638
20,all,0.22149512318078374
20,perm1,0.253299127154429
20,perm2,0.25507537107230654
20,all,0.22927205624853955
20,perm1,0.2840249285961524
20,perm2,0.2044361825287388
20,all,0.21142337704468217
20,perm1,0.19954534646348085
20,perm2,0.1903718231331821
20,all,0.16835449035662972
20,perm1,0.1872511944999421
20,perm2,0.19445992841202833
20,all,0.16514701078421973
20,perm1,0.2194125968956801
20,perm2,0.2435156541768614
20,all,0.1838886437058202
20,perm1,0.20847739161733025
20,perm2,0.16794573407401625
20,all,0.15934438690577205
20,perm1,0.23634188321641292
20,perm2,0.21459313478771777
20,all,0.19777989590431513
20,perm1,0.24407864282473088
20,perm2,0.19760060033491172
20,all,0.19472237886119198
20,perm1,0.15593141566730082
20,perm2,0.23304956733174295
20,all,0.16420826000363375
20,perm1,0.22140856378060061
20,perm2,0.17232613344674488
20,all,0.16208907738977407
20,perm1,0.1686483044402359
20,perm2,0.1772563407146361
20,all,0.15049670902440027
20,perm1,0.26909138645350533
20,perm2,0.41056155542470935
20,all,0.29915250312244507
20,perm1,0.22365804991266622
20,perm2,0.17863493833972274
20,all,0.15574618511580166
20,perm1,0.18689120075170237
20,perm2,0.15114556653757408
20,all,0.15148944007467877
20,perm1,0.2321009528856765
20,perm2,0.2599019521897077
20,all,0.20830925274058446
20,perm1,0.23428188577680986
20,perm2,0.18292948674604145
20,all,0.17653602424528328
20,perm1,0.3292931492746647
20,perm2,0.21461292013799438
20,all,0.20484280681795963
20,perm1,0.2306556357176757
20,perm2,0.2004067610722297
20,all,0.18463125368404504
20,perm1,0.23392931669016412
20,perm2,0.1867865277626113
20,all,0.17479998052962364
20,perm1,0.35913662413751574
20,perm2,0.3752163461527758
20,all,0.3390621534230836
20,perm1,0.23242428341552254
20,perm2,0.20450354915502827
20,all,0.1783837006541904
20,perm1,0.20133774607755894
20,perm2,0.17444870642335975
20,all,0.16301009354742377
20,perm1,0.19776346588698487
20,perm2,0.22434946697812908
20,all,0.18097220609196168
20,perm1,0.1525311399062888
20,perm2,0.2152614554462687
20,all,0.15521879444945103
20,perm1,0.18969508709648567
20,perm2,0.28911811278936184
20,all,0.21067156302815207
20,perm1,0.22848336446394152
20,perm2,0.2609068432583534
20,all,0.21176923647192725
20,perm1,0.1826766045210536
20,perm2,0.24270135796399436
20,all,0.16361835065003003
20,perm1,0.29342551814529494
20,perm2,0.2374187948277469
20,all,0.23112381385782296
20,perm1,0.23022940155952956
20,perm2,0.18901793220755966
20,all,0.1814437064190083
20,perm1,0.25342539778437767
20,perm2,0.31284071941473757
20,all,0.25246368824093746
20,perm1,0.17921685112967847
20,perm2,0.16931096965893003
20,all,0.148785019191397
20,perm1,0.1686498131418892
20,perm2,0.19303688174468947
20,all,0.15931248256336092
20,perm1,0.2971939680982818
20,perm2,0.23807043198299258
20,all,0.24556239563332097
20,perm1,0.2825453843363723
20,perm2,0.22252596824956658
20,all,0.22519999085332257
20,perm1,0.19279569908771085
20,perm2,0.18749359404043725
20,all,0.16216510807953913
20,perm1,0.18507848314078834
20,perm2,0.19161823633597283
20,all,0.15714051525958006
20,perm1,0.26148574217220366
20,perm2,0.20196436185923952
20,all,0.19811761436520536
20,perm1,0.4072085397924447
20,perm2,0.43668002839586945
20,all,0.36355972189715646
20,perm1,0.23013730109971148
20,perm2,0.17985013880500128
20,all,0.1735380341343044
20,perm1,0.29727582009241
20,perm2,0.23054883942690377
20,all,0.21996589278457682
20,perm1,0.16452615052775524
20,perm2,0.21078501569718497
20,all,0.15189763297543032
20,perm1,0.23797893037169005
20,perm2,0.25950397271897685
20,all,0.2126658083256751
20,perm1,0.2021962175145589
20,perm2,0.23336407151002905
20,all,0.16715346817989804
20,perm1,0.19188177803284162
20,perm2,0.22142729797712382
20,all,0.17100595596511295
20,perm1,0.15018585509023655
20,perm2,0.20617330810125958
20,all,0.15287522376160856
20,perm1,0.2402990961627307
20,perm2,0.1839056940742165
20,all,0.17757097329974214
25,perm1,0.19576654858597353
25,perm2,0.2584987110379648
25,all,0.19328755331569722
25,perm1,0.2045870444766832
25,perm2,0.19804828086287213
25,all,0.17669448024081072
25,perm1,0.2195510133367983
25,perm2,0.2889033236981239
25,all,0.2045244917383847
25,perm1,0.33907001455626834
25,perm2,0.33240830967198176
25,all,0.2802680002896943
25,perm1,0.22790363562556454
25,perm2,0.2265628421879496
25,all,0.19410772679247426
25,perm1,0.34330576918449385
25,perm2,0.24063173781932595
25,all,0.2457914035442884
25,perm1,0.20707384765117712
25,perm2,0.24724757699370226
25,all,0.19287036305347183
25,perm1,0.18736826506913717
25,perm2,0.1987117169512432
25,all,0.1617215785625493
25,perm1,0.2719788599066662
25,perm2,0.3473886701616532
25,all,0.27996010326185267
25,perm1,0.18698520137032232
25,perm2,0.2538872611814458
25,all,0.18441467620072718
25,perm1,0.18208793033492576
25,perm2,0.16409593456850965
25,all,0.14060061984688013
25,perm1,0.3104702167489225
25,perm2,0.2305672255235047
25,all,0.23080202383770543
25,perm1,0.2584116864079608
25,perm2,0.24217078109449022
25,all,0.22038196878496602
25,perm1,0.30349481553482166
25,perm2,0.17310649859675026
25,all,0.1929399716407928
25,perm1,0.18596267783913067
25,perm2,0.20730957395066374
25,all,0.1693061984674141
25,perm1,0.196879736086289
25,perm2,0.22720765626408243
25,all,0.19060815375333154
25,perm1,0.24794836143190682
25,perm2,0.3009719790648357
25,all,0.24676909706156133
25,perm1,0.15845405988289485
25,perm2,0.23701994534451165
25,all,0.15894395910561487
25,perm1,0.30112465808978184
25,perm2,0.35217383910245625
25,all,0.28022800761482086
25,perm1,0.2088286039327349
25,perm2,0.3702052116645791
25,all,0.255994576835934
25,perm1,0.23080893028950905
25,perm2,0.3471546753480612
25,all,0.24815943425100248
25,perm1,0.20851552403322376
25,perm2,0.20082565245393744
25,all,0.1759945907725867
25,perm1,0.20968689578874777
25,perm2,0.15979692116783695
25,all,0.1600287377187675
25,perm1,0.19158466027312174
25,perm2,0.24543425339326164
25,all,0.19447355373755648
25,perm1,0.2455313148351771
25,perm2,0.18041013259091268
25,all,0.18663232003422564
25,perm1,0.2421772651042423
25,perm2,0.26355463668875684
25,all,0.21752084114656187
25,perm1,0.20071196281158252
25,perm2,0.1848484542113724
25,all,0.15657450014419144
25,perm1,0.19251093673988026
25,perm2,0.19566888688395617
25,all,0.1665031988613421
25,perm1,0.43754512140117346
25,perm2,0.413289361073243
25,all,0.3821817273890942
25,perm1,0.2594364314611207
25,perm2,0.1914466604948791
25,all,0.18900514166132049
25,perm1,0.22301804225826757
25,perm2,0.23710838505945153
25,all,0.18811479177385518
25,perm1,0.2512176496717263
25,perm2,0.27006030683927745
25,all,0.22414994406514346
25,perm1,0.3244625834194916
25,perm2,0.2478441826192035
25,all,0.23535210475664017
25,perm1,0.17110076681264422
25,perm2,0.19694962150258832
25,all,0.14356012384045472
25,perm1,0.24703895230463874
25,perm2,0.22738885012104193
25,all,0.20442581600497092
25,perm1,0.22691552901187734
25,perm2,0.2282627619314721
25,all,0.1924914397629622
25,perm1,0.17733825044569476
25,perm2,0.21255694304661638
25,all,0.16742352428782098
25,perm1,0.27299274953567554
25,perm2,0.30944280533159074
25,all,0.24728334912624708
25,perm1,0.2692749109467783
25,perm2,0.13547962164833416
25,all,0.16595798068248496
25,perm1,0.2597477511415626
25,perm2,0.3173509991628521
25,all,0.23988489737385016
25,perm1,0.2746863195494357
25,perm2,0.37712219340929853
25,all,0.2924090754681103
25,perm1,0.23890197713582756
25,perm2,0.2746550184859505
25,all,0.22650338154570318
25,perm1,0.3032532693238138
25,perm2,0.2497362507816677
25,all,0.22918098217678115
25,perm1,0.2213699652480966
25,perm2,0.21671861665824194
25,all,0.18450186356245912
25,perm1,0.2342849311285984
25,perm2,0.3369700306628281
25,all,0.2524344489402332
25,perm1,0.21905304587408117
25,perm2,0.3020894881038769
25,all,0.2073927117192542
25,perm1,0.20470406304810793
25,perm2,0.2061994013649439
25,all,0.16851081298667253
25,perm1,0.19015044871553782
25,perm2,0.15792843514976504
25,all,0.1468010323869168
25,perm1,0.2970184252638646
25,perm2,0.2320894029457241
25,all,0.22138906304756878
25,perm1,0.22746948991347268
25,perm2,0.13876627524564675
25,all,0.1464825369095068
25,perm1,0.21527615349626839
25,perm2,0.19444002066086155
25,all,0.1843925781572395
25,perm1,0.3961055945135713
25,perm2,0.3287272604721567
25,all,0.3332188776775694
25,perm1,0.1911308621844999
25,perm2,0.21280267273713926
25,all,0.1588404668662286
25,perm1,0.18226997761515226
25,perm2,0.2101117495146761
25,all,0.15088987362676015
25,perm1,0.19486222869641132
25,perm2,0.20163149910336756
25,all,0.16703141698511426
25,perm1,0.16543396329818696
25,perm2,0.2656699352074548
25,all,0.17276420398512532
25,perm1,0.21912169015546434
25,perm2,0.20630736520013357
25,all,0.18236568633982433
25,perm1,0.26379944983556225
25,perm2,0.228739190936565
25,all,0.21014994252450975
25,perm1,0.27347001669067034
25,perm2,0.4085382450062307
25,all,0.27084906789636737
25,perm1,0.2052773929883145
25,perm2,0.2316869202962936
25,all,0.1710225324616487
25,perm1,0.2857510043329035
25,perm2,0.4352035434119318
25,all,0.31493414985096085
25,perm1,0.2513736970057218
25,perm2,0.2127758835297518
25,all,0.2008860364648854
25,perm1,0.2836461654634216
25,perm2,0.2601405357166422
25,all,0.23179664720449472
25,perm1,0.36683004676096503
25,perm2,0.349017772139969
25,all,0.30299402264839687
25,perm1,0.2099105878332919
25,perm2,0.1818727965056065
25,all,0.1600760726507589
25,perm1,0.3135654494726858
25,perm2,0.23594034885917153
25,all,0.2362378774965405
25,perm1,0.2514708641873732
25,perm2,0.2951625245284429
25,all,0.2365509259262587
25,perm1,0.212223678256262
25,perm2,0.22679628857915574
25,all,0.18425614302807344
25,perm1,0.17716337417734518
25,perm2,0.20735827506647006
25,all,0.15491697424221007
25,perm1,0.17157126913689058
25,perm2,0.16262310898290774
25,all,0.13845861227472442
25,perm1,0.2874841699955801
25,perm2,0.34199292891690586
25,all,0.27285372166278377
25,perm1,0.202523674791117
25,perm2,0.18080124736708858
25,all,0.16967469499443147
25,perm1,0.2024443255133454
25,perm2,0.4447661177511063
25,all,0.26169722598111833
25,perm1,0.2779511066621828
25,perm2,0.14688327736264423
25,all,0.17656019755122282
25,perm1,0.2767280712714106
25,perm2,0.2176666909091868
25,all,0.22139775474141385
25,perm1,0.2798232967042425
25,perm2,0.2582393175473759
25,all,0.23988363439009808
25,perm1,0.30749505314682457
25,perm2,0.2704606204177732
25,all,0.24907177623107613
25,perm1,0.27645830339734345
25,perm2,0.18393895548402725
25,all,0.19084640016015042
25,perm1,0.17069684006746844
25,perm2,0.15996689260704605
25,all,0.13714662091951182
25,perm1,0.23626820374153276
25,perm2,0.265346898017553
25,all,0.20400148376524713
25,perm1,0.21977558411315795
25,perm2,0.21672485868820673
25,all,0.18379612822270142
25,perm1,0.2088596383855138
25,perm2,0.26696578246111646
25,all,0.211416918786725
25,perm1,0.1768135138850617
25,perm2,0.23589473176087364
25,all,0.16263069976661854
25,perm1,0.19789995152933212
25,perm2,0.1705498181510751
25,all,0.14856006884298723
25,perm1,0.20129375070102196
25,perm2,0.23704205568126882
25,all,0.17712306699878128
25,perm1,0.18123155541934863
25,perm2,0.19521864340790462
25,all,0.16030684334760903
25,perm1,0.2505045338497925
25,perm2,0.1906411209547664
25,all,0.19309676065096956
25,perm1,0.34479277748802645
25,perm2,0.3250670475530652
25,all,0.2901425426640791
25,perm1,0.2795313008498297
25,perm2,0.19867816518623269
25,all,0.1976552896006796
25,perm1,0.26405400168540033
25,perm2,0.20073927964499613
25,all,0.18944488695209338
25,perm1,0.352348015251625
25,perm2,0.33113370402059983
25,all,0.3056085942949777
25,perm1,0.19552656854046666
25,perm2,0.23480065152259316
25,all,0.18007680544967872
25,perm1,0.1769787744633119
25,perm2,0.22963468529297087
25,all,0.17416655204581485
25,perm1,0.23087340082503816
25,perm2,0.22447682143589245
25,all,0.19823456575449544
25,perm1,0.2857563606540936
25,perm2,0.21759722568599027
25,all,0.21212637775298118
25,perm1,0.2615583097267668
25,perm2,0.27287335161858545
25,all,0.22171403738817466
25,perm1,0.2356945682054822
25,perm2,0.2473206750793779
25,all,0.1943340520355627
25,perm1,0.31876717017522754
25,perm2,0.23559222409315347
25,all,0.23979231823361227
25,perm1,0.265291882045467
25,perm2,0.2585444948309475
25,all,0.24388078169768337
25,perm1,0.20585980557649364
25,perm2,0.2305504288236188
25,all,0.18093502461305858
